"ฤฟฑ๊ฝฺตใ","ฤฟฑ๊ฝฺตใฯตอณภเะอ","ฤฟฑ๊ฝฺตใฮปบลร๛","ิดฝฺตใ","ิดฝฺตใภเะอ","ิดฝฺตใฮปบลร๛","ื้","สýพÝม๗ฯ๒","ร่ส๖","นซสฝ"
"FCS0092","VF","2110TI110603","OTS","VxOTS","TI110603.PV","AI","ะด","",""
"FCS0092","VF","2110TI110604A","OTS","VxOTS","TI110604A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110604B","OTS","VxOTS","TI110604B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110604C","OTS","VxOTS","TI110604C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110604D","OTS","VxOTS","TI110604D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110604E","OTS","VxOTS","TI110604E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110613A","OTS","VxOTS","TI110613A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110613B","OTS","VxOTS","TI110613B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110613C","OTS","VxOTS","TI110613C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110613D","OTS","VxOTS","TI110613D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110613E","OTS","VxOTS","TI110613E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110614","OTS","VxOTS","TI110614.PV","AI","ะด","",""
"FCS0092","VF","2110TI110615","OTS","VxOTS","TI110615.PV","AI","ะด","",""
"FCS0092","VF","2110TI110616","OTS","VxOTS","TI110616.PV","AI","ะด","",""
"FCS0092","VF","2110TI110617","OTS","VxOTS","TI110617.PV","AI","ะด","",""
"FCS0092","VF","2110TI110618","OTS","VxOTS","TI110618.PV","AI","ะด","",""
"FCS0092","VF","2110TI110619","OTS","VxOTS","TI110619.PV","AI","ะด","",""
"FCS0092","VF","2110TI110620","OTS","VxOTS","TI110620.PV","AI","ะด","",""
"FCS0092","VF","2110TI110621","OTS","VxOTS","TI110621.PV","AI","ะด","",""
"FCS0092","VF","2110TI110622","OTS","VxOTS","TI110622.PV","AI","ะด","",""
"FCS0092","VF","2110TI110623","OTS","VxOTS","TI110623.PV","AI","ะด","",""
"FCS0092","VF","2110TI110624A","OTS","VxOTS","TI110624A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110624B","OTS","VxOTS","TI110624B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110701","OTS","VxOTS","TI110701.PV","AI","ะด","",""
"FCS0092","VF","2110TI110702","OTS","VxOTS","TI110702.PV","AI","ะด","",""
"FCS0092","VF","2110TI110703","OTS","VxOTS","TI110703.PV","AI","ะด","",""
"FCS0092","VF","2110TI110704A","OTS","VxOTS","TI110704A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110704B","OTS","VxOTS","TI110704B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110704C","OTS","VxOTS","TI110704C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110704D","OTS","VxOTS","TI110704D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110704E","OTS","VxOTS","TI110704E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110713A","OTS","VxOTS","TI110713A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110713B","OTS","VxOTS","TI110713B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110713C","OTS","VxOTS","TI110713C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110713D","OTS","VxOTS","TI110713D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110713E","OTS","VxOTS","TI110713E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110714","OTS","VxOTS","TI110714.PV","AI","ะด","",""
"FCS0092","VF","2110TI110715","OTS","VxOTS","TI110715.PV","AI","ะด","",""
"FCS0092","VF","2110TI110716","OTS","VxOTS","TI110716.PV","AI","ะด","",""
"FCS0092","VF","2110TI110717","OTS","VxOTS","TI110717.PV","AI","ะด","",""
"FCS0092","VF","2110TI110718","OTS","VxOTS","TI110718.PV","AI","ะด","",""
"FCS0092","VF","2110TI110719","OTS","VxOTS","TI110719.PV","AI","ะด","",""
"FCS0092","VF","2110TI110720","OTS","VxOTS","TI110720.PV","AI","ะด","",""
"FCS0092","VF","2110TI110721","OTS","VxOTS","TI110721.PV","AI","ะด","",""
"FCS0092","VF","2110TI110722","OTS","VxOTS","TI110722.PV","AI","ะด","",""
"FCS0092","VF","2110TI110723","OTS","VxOTS","TI110723.PV","AI","ะด","",""
"FCS0092","VF","2110TI110724A","OTS","VxOTS","TI110724A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110724B","OTS","VxOTS","TI110724B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110801","OTS","VxOTS","TI110801.PV","AI","ะด","",""
"FCS0092","VF","2110TI110802","OTS","VxOTS","TI110802.PV","AI","ะด","",""
"FCS0092","VF","2110TI110803","OTS","VxOTS","TI110803.PV","AI","ะด","",""
"FCS0092","VF","2110TI110804A","OTS","VxOTS","TI110804A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110804B","OTS","VxOTS","TI110804B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110804C","OTS","VxOTS","TI110804C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110804D","OTS","VxOTS","TI110804D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110804E","OTS","VxOTS","TI110804E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110813A","OTS","VxOTS","TI110813A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110813B","OTS","VxOTS","TI110813B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110813C","OTS","VxOTS","TI110813C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110813D","OTS","VxOTS","TI110813D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110813E","OTS","VxOTS","TI110813E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110814","OTS","VxOTS","TI110814.PV","AI","ะด","",""
"FCS0092","VF","2110TI110815","OTS","VxOTS","TI110815.PV","AI","ะด","",""
"FCS0092","VF","2110TI110816","OTS","VxOTS","TI110816.PV","AI","ะด","",""
"FCS0092","VF","2110TI110817","OTS","VxOTS","TI110817.PV","AI","ะด","",""
"FCS0092","VF","2110TI110818","OTS","VxOTS","TI110818.PV","AI","ะด","",""
"FCS0092","VF","2110TI110819","OTS","VxOTS","TI110819.PV","AI","ะด","",""
"FCS0092","VF","2110TI110820","OTS","VxOTS","TI110820.PV","AI","ะด","",""
"FCS0092","VF","2110TI110821","OTS","VxOTS","TI110821.PV","AI","ะด","",""
"FCS0092","VF","2110TI110822","OTS","VxOTS","TI110822.PV","AI","ะด","",""
"FCS0092","VF","2110TI110823","OTS","VxOTS","TI110823.PV","AI","ะด","",""
"FCS0092","VF","2110TI110824A","OTS","VxOTS","TI110824A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110824B","OTS","VxOTS","TI110824B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110901","OTS","VxOTS","TI110901.PV","AI","ะด","",""
"FCS0092","VF","2110TI110902","OTS","VxOTS","TI110902.PV","AI","ะด","",""
"FCS0092","VF","2110TI110903","OTS","VxOTS","TI110903.PV","AI","ะด","",""
"FCS0092","VF","2110TI110904A","OTS","VxOTS","TI110904A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110904B","OTS","VxOTS","TI110904B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110904C","OTS","VxOTS","TI110904C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110904D","OTS","VxOTS","TI110904D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110904E","OTS","VxOTS","TI110904E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110913A","OTS","VxOTS","TI110913A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110913B","OTS","VxOTS","TI110913B.PV","AI","ะด","",""
"FCS0092","VF","2110TI110913C","OTS","VxOTS","TI110913C.PV","AI","ะด","",""
"FCS0092","VF","2110TI110913D","OTS","VxOTS","TI110913D.PV","AI","ะด","",""
"FCS0092","VF","2110TI110913E","OTS","VxOTS","TI110913E.PV","AI","ะด","",""
"FCS0092","VF","2110TI110914","OTS","VxOTS","TI110914.PV","AI","ะด","",""
"FCS0092","VF","2110TI110915","OTS","VxOTS","TI110915.PV","AI","ะด","",""
"FCS0092","VF","2110TI110916","OTS","VxOTS","TI110916.PV","AI","ะด","",""
"FCS0092","VF","2110TI110917","OTS","VxOTS","TI110917.PV","AI","ะด","",""
"FCS0092","VF","2110TI110918","OTS","VxOTS","TI110918.PV","AI","ะด","",""
"FCS0092","VF","2110TI110919","OTS","VxOTS","TI110919.PV","AI","ะด","",""
"FCS0092","VF","2110TI110920","OTS","VxOTS","TI110920.PV","AI","ะด","",""
"FCS0092","VF","2110TI110921","OTS","VxOTS","TI110921.PV","AI","ะด","",""
"FCS0092","VF","2110TI110922","OTS","VxOTS","TI110922.PV","AI","ะด","",""
"FCS0092","VF","2110TI110923","OTS","VxOTS","TI110923.PV","AI","ะด","",""
"FCS0092","VF","2110TI110924A","OTS","VxOTS","TI110924A.PV","AI","ะด","",""
"FCS0092","VF","2110TI110924B","OTS","VxOTS","TI110924B.PV","AI","ะด","",""
"FCS0092","VF","2110TI111003","OTS","VxOTS","TI111003.PV","AI","ะด","",""
"FCS0092","VF","2110TI111004","OTS","VxOTS","TI111004.PV","AI","ะด","",""
"FCS0092","VF","2110TI111005","OTS","VxOTS","TI111005.PV","AI","ะด","",""
"FCS0092","VF","2110TI111006","OTS","VxOTS","TI111006.PV","AI","ะด","",""
"FCS0092","VF","2110TI111007","OTS","VxOTS","TI111007.PV","AI","ะด","",""
"FCS0092","VF","2110TI111008","OTS","VxOTS","TI111008.PV","AI","ะด","",""
"FCS0092","VF","2110TI111104","OTS","VxOTS","TI111104.PV","AI","ะด","",""
"FCS0092","VF","2110TI111105","OTS","VxOTS","TI111105.PV","AI","ะด","",""
"FCS0092","VF","2110TI111106","OTS","VxOTS","TI111106.PV","AI","ะด","",""
"FCS0092","VF","2110TI111107","OTS","VxOTS","TI111107.PV","AI","ะด","",""
"FCS0092","VF","2110TI111108","OTS","VxOTS","TI111108.PV","AI","ะด","",""
"FCS0092","VF","2110TI111109","OTS","VxOTS","TI111109.PV","AI","ะด","",""
"FCS0092","VF","2110TI111201","OTS","VxOTS","TI111201.PV","AI","ะด","",""
"FCS0092","VF","2110TI111202","OTS","VxOTS","TI111202.PV","AI","ะด","",""
"FCS0092","VF","2110TI111203","OTS","VxOTS","TI111203.PV","AI","ะด","",""
"FCS0092","VF","2110TI111301","OTS","VxOTS","TI111301.PV","AI","ะด","",""
"FCS0092","VF","2110TI111501A","OTS","VxOTS","TI111501A.PV","AI","ะด","",""
"FCS0092","VF","2110TI111501B","OTS","VxOTS","TI111501B.PV","AI","ะด","",""
"FCS0092","VF","2110TI160101","OTS","VxOTS","TI160101.PV","AI","ะด","",""
"FCS0092","VF","2110TI160103","OTS","VxOTS","TI160103.PV","AI","ะด","",""
"FCS0092","VF","2110TI160105","OTS","VxOTS","TI160105.PV","AI","ะด","",""
"FCS0092","VF","2110TI160106","OTS","VxOTS","TI160106.PV","AI","ะด","",""
"FCS0092","VF","2110TI160301","OTS","VxOTS","TI160301.PV","AI","ะด","",""
"FCS0092","VF","2110TI160401","OTS","VxOTS","TI160401.PV","AI","ะด","",""
"FCS0092","VF","2110TI160501","OTS","VxOTS","TI160501.PV","AI","ะด","",""
"FCS0092","VF","2110TI160901","OTS","VxOTS","TI160901.PV","AI","ะด","",""
"FCS0092","VF","2110TI160902","OTS","VxOTS","TI160902.PV","AI","ะด","",""
"FCS0092","VF","2110TI160903","OTS","VxOTS","TI160903.PV","AI","ะด","",""
"FCS0092","VF","2110TI170101","OTS","VxOTS","TI170101.PV","AI","ะด","",""
"FCS0092","VF","2110TI170303","OTS","VxOTS","TI170303.PV","AI","ะด","",""
"FCS0092","VF","2110TI170401","OTS","VxOTS","TI170401.PV","AI","ะด","",""
"FCS0092","VF","2110TI170402","OTS","VxOTS","TI170402.PV","AI","ะด","",""
"FCS0092","VF","2110TI170403","OTS","VxOTS","TI170403.PV","AI","ะด","",""
"FCS0092","VF","2110TI170404","OTS","VxOTS","TI170404.PV","AI","ะด","",""
"FCS0092","VF","2110TI170405","OTS","VxOTS","TI170405.PV","AI","ะด","",""
"FCS0092","VF","2110TI170406","OTS","VxOTS","TI170406.PV","AI","ะด","",""
"FCS0092","VF","2110TI170408","OTS","VxOTS","TI170408.PV","AI","ะด","",""
"FCS0092","VF","2110TI170409","OTS","VxOTS","TI170409.PV","AI","ะด","",""
"FCS0092","VF","2110TI170410","OTS","VxOTS","TI170410.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103A01","OTS","VxOTS","TIP1103A01.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103A02","OTS","VxOTS","TIP1103A02.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103A03","OTS","VxOTS","TIP1103A03.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103A05","OTS","VxOTS","TIP1103A05.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103A07","OTS","VxOTS","TIP1103A07.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103B01","OTS","VxOTS","TIP1103B01.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103B02","OTS","VxOTS","TIP1103B02.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103B03","OTS","VxOTS","TIP1103B03.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103B05","OTS","VxOTS","TIP1103B05.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103B07","OTS","VxOTS","TIP1103B07.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103C01","OTS","VxOTS","TIP1103C01.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103C02","OTS","VxOTS","TIP1103C02.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103C03","OTS","VxOTS","TIP1103C03.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103C05","OTS","VxOTS","TIP1103C05.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1103C07","OTS","VxOTS","TIP1103C07.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1109A","OTS","VxOTS","TIP1109A.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1109B","OTS","VxOTS","TIP1109B.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1110","OTS","VxOTS","TIP1110.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1705A","OTS","VxOTS","TIP1705A.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1705B","OTS","VxOTS","TIP1705B.PV","AI","ะด","",""
"FCS0092","VF","2110TIP1706","OTS","VxOTS","TIP1706.PV","AI","ะด","",""
"FCS0092","VF","2110WIW1103","OTS","VxOTS","WIW1103.PV","AI","ะด","",""
"FCS0092","VF","2110FV110203","OTS","VxOTS","FV110203.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110205","OTS","VxOTS","FV110205.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110206","OTS","VxOTS","FV110206.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110301","OTS","VxOTS","FV110301.OP","AO","ถม","",""
"FCS0092","VF","2110FV110302","OTS","VxOTS","FV110302.OP","AO","ถม","",""
"FCS0092","VF","2110FV110304A","OTS","VxOTS","FV110304A.OP","AO","ถม","",""
"FCS0092","VF","2110FV110304B","OTS","VxOTS","FV110304B.OP","AO","ถม","",""
"FCS0092","VF","2110FV110401","OTS","VxOTS","FV110401.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110403","OTS","VxOTS","FV110403.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110404A","OTS","VxOTS","FV110404A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110404B","OTS","VxOTS","FV110404B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110404C","OTS","VxOTS","FV110404C.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110501","OTS","VxOTS","FV110501.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110503","OTS","VxOTS","FV110503.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110601","OTS","VxOTS","FV110601.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110603","OTS","VxOTS","FV110603.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110701","OTS","VxOTS","FV110701.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110703","OTS","VxOTS","FV110703.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110801","OTS","VxOTS","FV110801.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110803","OTS","VxOTS","FV110803.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110901","OTS","VxOTS","FV110901.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV110903","OTS","VxOTS","FV110903.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111201","OTS","VxOTS","FV111201.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111203","OTS","VxOTS","FV111203.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111204","OTS","VxOTS","FV111204.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111303","OTS","VxOTS","FV111303.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111304","OTS","VxOTS","FV111304.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111305","OTS","VxOTS","FV111305.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111306","OTS","VxOTS","FV111306.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV111307","OTS","VxOTS","FV111307.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170101","OTS","VxOTS","FV170101.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170104","OTS","VxOTS","FV170104.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170107","OTS","VxOTS","FV170107.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170108","OTS","VxOTS","FV170108.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170202","OTS","VxOTS","FV170202.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170203A","OTS","VxOTS","FV170203.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170401","OTS","VxOTS","FV170401.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170402","OTS","VxOTS","FV170402.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170403","OTS","VxOTS","FV170403.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FV170404","OTS","VxOTS","FV170404.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110FYP1102A","OTS","VxOTS","P1102A.RATIO","AO","ถม","",""
"FCS0092","VF","2110FYP1102B","OTS","VxOTS","P1102B.RATIO","AO","ถม","",""
"FCS0092","VF","2110HCV110401","OTS","VxOTS","HCV110401.OP","AO","ถม","",""
"FCS0092","VF","2110HCV110505","OTS","VxOTS","HCV110505.OP","AO","ถม","",""
"FCS0092","VF","2110HCV110605","OTS","VxOTS","HCV110605.OP","AO","ถม","",""
"FCS0092","VF","2110HCV110705","OTS","VxOTS","HCV110705.OP","AO","ถม","",""
"FCS0092","VF","2110HCV110805","OTS","VxOTS","HCV110805.OP","AO","ถม","",""
"FCS0092","VF","2110HCV110905","OTS","VxOTS","HCV110905.OP","AO","ถม","",""
"FCS0092","VF","2110LYP1604A","OTS","VxOTS","P1604A.RATIO","AO","ถม","",""
"FCS0092","VF","2110LYP1604B","OTS","VxOTS","P1604B.RATIO","AO","ถม","",""
"FCS0092","VF","2110LYP1605A","OTS","VxOTS","P1605A.RATIO","AO","ถม","",""
"FCS0092","VF","2110LYP1605B","OTS","VxOTS","P1605B.RATIO","AO","ถม","",""
"FCS0092","VF","2110MV110505","OTS","VxOTS","MV110505.OP","AO","ถม","",""
"FCS0092","VF","2110MV110605","OTS","VxOTS","MV110605.OP","AO","ถม","",""
"FCS0092","VF","2110MV110705","OTS","VxOTS","MV110705.OP","AO","ถม","",""
"FCS0092","VF","2110MV110805","OTS","VxOTS","MV110805.OP","AO","ถม","",""
"FCS0092","VF","2110MV110905","OTS","VxOTS","MV110905.OP","AO","ถม","",""
"FCS0092","VF","2110PV110101A","OTS","VxOTS","PV110101A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110101B","OTS","VxOTS","PV110101B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110201","OTS","VxOTS","PV110201.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110401A","OTS","VxOTS","PV110401A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110401B","OTS","VxOTS","PV110401B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110402","OTS","VxOTS","PV110402.OP","AO","ถม","",""
"FCS0092","VF","2110PV110505A","OTS","VxOTS","PV110505A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110505B","OTS","VxOTS","PV110505B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110605A","OTS","VxOTS","PV110605A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110605B","OTS","VxOTS","PV110605B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110705A","OTS","VxOTS","PV110705A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110705B","OTS","VxOTS","PV110705B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110805A","OTS","VxOTS","PV110805A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110805B","OTS","VxOTS","PV110805B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110905A","OTS","VxOTS","PV110905A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV110905B","OTS","VxOTS","PV110905B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV111302A","OTS","VxOTS","PV111302A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV111302B","OTS","VxOTS","PV111302B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160101","OTS","VxOTS","PV160101.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160102","OTS","VxOTS","PV160102.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV160902","OTS","VxOTS","PV160902.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170101A","OTS","VxOTS","PV170101A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170101B","OTS","VxOTS","PV170101B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170201A","OTS","VxOTS","PV170201A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170201B","OTS","VxOTS","PV170201B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170401A","OTS","VxOTS","PV170401A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PV170401B","OTS","VxOTS","PV170401B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110PYK1602A","OTS","VxOTS","K1602A.RATIO","AO","ถม","",""
"FCS0092","VF","2110PYK1602B","OTS","VxOTS","K1602B.RATIO","AO","ถม","",""
"FCS0092","VF","2110TV110303","OTS","VxOTS","TV110303.OP","AO","ถม","",""
"FCS0092","VF","2110TV110402","OTS","VxOTS","TV110402.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV110403","OTS","VxOTS","TV110403.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV110406","OTS","VxOTS","TV110406.OP","AO","ถม","",""
"FCS0092","VF","2110TV111001","OTS","VxOTS","TV111001.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111002A","OTS","VxOTS","TV111002A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111002B","OTS","VxOTS","TV111002B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111003A","OTS","VxOTS","TV111003A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111003B","OTS","VxOTS","TV111003B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111006","OTS","VxOTS","TV111006.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111102A","OTS","VxOTS","TV111102A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111102B","OTS","VxOTS","TV111102B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111103A","OTS","VxOTS","TV111103A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111103B","OTS","VxOTS","TV111103B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111104A","OTS","VxOTS","TV111104A.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110TV111104B","OTS","VxOTS","TV111104B.VAVALUE","AO","ถม","",""
"FCS0092","VF","2110AF110401A","OTS","VxOTS","AF110401A.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF110401B","OTS","VxOTS","AF110401B.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF111501","OTS","VxOTS","AF111501.STATUS","DI","ะด","",""
"FCS0092","VF","2110AF160101","OTS","VxOTS","AF160101.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSDPS001_ALM","OTS","VxOTS","DCSDPS001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSMAR001_ALM","OTS","VxOTS","DCSMAR001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSMAR002_ALM","OTS","VxOTS","DCSMAR002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSNET001_ALM","OTS","VxOTS","DCSNET001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP001_ALM","OTS","VxOTS","DCSPDP001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP002_ALM","OTS","VxOTS","DCSPDP002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP003_ALM","OTS","VxOTS","DCSPDP003_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP004_ALM","OTS","VxOTS","DCSPDP004_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSPDP005_ALM","OTS","VxOTS","DCSPDP005_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP001_ALM","OTS","VxOTS","DCSRTP001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP002_ALM","OTS","VxOTS","DCSRTP002_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSRTP003_ALM","OTS","VxOTS","DCSRTP003_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSSYS001_ALM","OTS","VxOTS","DCSSYS001_ALM.STATUS","DI","ะด","",""
"FCS0092","VF","2110DCSSYS002_ALM","OTS","VxOTS","DCSSYS002_ALM.STATUS","DI","ะด","",""
